amount,balance_before_txn,balance,transactionduration,is_fraud
25.37,-32590.39,-32615.76,2.7363,0
38.59,-32615.76,-32654.35,33.5088,0
24.29,-32654.35,-32678.63,3.9013,0
38.54,-32678.63,-32717.17,0.9942,0
32.5,-32717.17,-32749.68,10.6492,0
8.56,-32749.68,-32758.24,18.4641,0
15.54,-32758.24,-32773.78,10.3619,0
36.17,-32773.78,-32809.95,32.7338,0
31.16,-32809.95,-32841.11,44.3203,0
43.63,-32841.11,-32884.74,9.0703,0
45.96,-32884.74,-32930.7,3.9069,0
27.15,-32930.7,-32957.85,36.3478,0
18.65,-32957.85,-32976.49,53.875,0
32.64,-32976.49,-33009.13,23.595,0
112.26,-33009.13,-33121.39,27.5163,0
55.95,-33121.39,-33177.34,7.4443,0
143.22,-33177.34,-33320.56,14.0607,0
104.4,-33320.56,-33424.96,4.218,0
36.16,-33424.96,-33461.12,19.5247,0
24.87,-33461.12,-33485.99,9.7085,0
42.5,-33485.99,-33528.49,31.277,0
13.92,-33528.49,-33542.41,16.935,0
26.73,-33542.41,-33569.13,26.851,0
162.41,-33569.13,-33731.54,6.4192,0
41.63,-33731.54,-33773.17,19.1772,0
120.87,-33773.17,-33894.04,12.7325,0
38.64,-33894.04,-33932.69,1.2406,0
51.64,-33932.69,-33984.32,6.602,0
69.0,-33984.32,-34053.32,13.7018,0
35.74,-34053.32,-34089.07,22.5989,0
81.35,-34089.07,-34170.42,13.3901,0
88.83,-34170.42,-34259.25,25.0855,0
60.41,-34259.25,-34319.67,37.7469,0
55.54,-34319.67,-34375.2,7.0642,0
68.79,-34375.2,-34443.99,7.3783,0
42.19,-34443.99,-34486.18,12.7207,0
219.12,-34486.18,-34705.3,20.2805,0
57.8,-34705.3,-34763.1,15.6557,0
61.79,-34763.1,-34824.89,20.3672,0
27.18,-34824.89,-34852.08,23.7445,0
29.47,-34852.08,-34881.55,32.0258,0
58.57,-34881.55,-34940.12,19.5035,0
29.21,-34940.12,-34969.33,8.4314,0
40.3,-34969.33,-35009.63,22.1292,0
21.42,-35009.63,-35031.05,27.2695,0
53.1,-35031.05,-35084.15,9.1372,0
48.82,-35084.15,-35132.97,0.6484,0
135.29,-35132.97,-35268.26,28.5053,0
20.12,-35268.26,-35288.39,17.0562,0
92.89,-35288.39,-35381.27,10.9821,0
35.35,-35381.27,-35416.62,2.1974,0
46.24,-35416.62,-35462.86,29.056,0
75.07,-35462.86,-35537.93,28.1657,0
55.35,-35537.93,-35593.29,4.7034,0
43.76,-35593.29,-35637.05,10.5451,0
9.79,-35637.05,-35646.84,28.5872,0
39.72,-35646.84,-35686.56,23.4606,0
44.27,-35686.56,-35730.83,15.6021,0
30.15,-35730.83,-35760.98,21.1467,0
39.01,-35760.98,-35799.99,7.8322,0
62.16,-35799.99,-35862.16,36.213,0
25.19,-35862.16,-35887.35,28.6609,0
103.81,-35887.35,-35991.16,4.1445,0
80.6,-35991.16,-36071.76,3.2226,0
45.1,-36071.76,-36116.86,10.886,0
15.99,-36116.86,-36132.85,4.5253,0
26.83,-36132.85,-36159.68,5.3364,0
94.65,-36159.68,-36254.33,54.3658,0
52.85,-36254.33,-36307.18,8.5084,0
83.3,-36307.18,-36390.48,11.9318,0
15.23,-36390.48,-36405.71,0.451,0
65.33,-36405.71,-36471.04,51.0982,0
54.38,-36471.04,-36525.42,4.2554,0
25.55,-36525.42,-36550.97,8.8517,0
29.75,-36550.97,-36580.72,6.3181,0
30.31,-36580.72,-36611.03,21.9889,0
16.42,-36611.03,-36627.45,15.9069,0
27.34,-36627.45,-36654.79,7.2436,0
45.18,-36654.79,-36699.97,2.6817,0
15.4,-36699.97,-36715.37,2.7561,0
58.37,-36715.37,-36773.74,3.0412,0
50.83,-36773.74,-36824.57,1.5752,0
20.11,-36824.57,-36844.67,9.1148,0
88.54,-36844.67,-36933.21,87.7207,0
47.65,-36933.21,-36980.86,10.7992,0
37.47,-36980.86,-37018.32,28.4796,0
41.52,-37018.32,-37059.85,17.6696,0
57.17,-37059.85,-37117.02,6.541,0
22.52,-37117.02,-37139.54,11.9209,0
24.85,-37139.54,-37164.38,19.085,0
47.75,-37164.38,-37212.13,5.0392,0
33.35,-37212.13,-37245.48,25.8434,0
15.13,-37245.48,-37260.61,39.9224,0
34.93,-37260.61,-37295.54,77.7017,0
56.34,-37295.54,-37351.88,62.1676,0
32.82,-37351.88,-37384.7,2.2094,0
98.16,-37384.7,-37482.86,10.2778,0
194.96,-37482.86,-37677.82,28.4604,0
147.89,-37677.82,-37825.71,6.6836,0
32.6,-37825.71,-37858.31,31.6675,0
81.12,-37858.31,-37939.43,4.9363,0
32.46,-37939.43,-37971.89,14.0283,0
194.67,-37971.89,-38166.56,17.4598,0
14.49,-38166.56,-38181.05,13.271,0
46.48,-38181.05,-38227.53,17.306,0
62.3,-38227.53,-38289.83,26.7712,0
29.33,-38289.83,-38319.16,66.5382,0
20.71,-38319.16,-38339.87,4.3656,0
33.82,-38339.87,-38373.69,23.3019,0
31.64,-38373.69,-38405.33,12.9286,0
60.72,-38405.33,-38466.06,44.2289,0
44.17,-38466.06,-38510.23,32.4136,0
586.93,-38510.23,-39097.16,0.2679,1
78.54,-39097.16,-39175.69,26.4096,0
15.89,-39175.69,-39191.58,23.5881,0
53.43,-39191.58,-39245.01,20.339,0
67.05,-39245.01,-39312.06,2.7118,0
30.71,-39312.06,-39342.77,3.1916,0
68.53,-39342.77,-39411.29,44.9214,0
32.98,-39411.29,-39444.27,26.6034,0
51.42,-39444.27,-39495.69,25.5631,0
50.79,-39495.69,-39546.49,8.5809,0
57.05,-39546.49,-39603.53,32.6842,0
57.15,-39603.53,-39660.68,3.787,0
23.32,-39660.68,-39684.0,7.2165,0
523.96,-39684.0,-40207.96,0.117,1
37.97,-40207.96,-40245.93,62.4578,0
34.46,-40245.93,-40280.39,24.1758,0
42.7,-40280.39,-40323.09,10.9963,0
74.76,-40323.09,-40397.85,20.2368,0
62.3,-40397.85,-40460.16,32.0138,0
61.63,-40460.16,-40521.79,7.0028,0
48.4,-40521.79,-40570.19,7.4446,0
42.2,-40570.19,-40612.4,11.3714,0
28.04,-40612.4,-40640.44,13.9102,0
15.06,-40640.44,-40655.5,32.0183,0
81.52,-40655.5,-40737.03,7.2473,0
725.79,-40737.03,-41462.82,0.07,1
67.86,-41462.82,-41530.68,2.3971,0
80.91,-41530.68,-41611.59,7.2426,0
118.08,-41611.59,-41729.67,0.5197,0
24.2,-41729.67,-41753.87,73.557,0
61.18,-41753.87,-41815.05,46.7569,0
32.4,-41815.05,-41847.45,3.9894,0
44.51,-41847.45,-41891.96,4.6841,0
45.14,-41891.96,-41937.1,0.1973,0
37.05,-41937.1,-41974.15,11.6039,0
36.06,-41974.15,-42010.21,6.5362,0
71.36,-42010.21,-42081.57,29.5626,0
124.43,-42081.57,-42206.01,0.6619,0
18.22,-42206.01,-42224.23,0.2847,0
235.77,-42224.23,-42460.0,9.5193,0
58.51,-42460.0,-42518.5,2.0248,0
80.3,-42518.5,-42598.81,22.9144,0
27.29,-42598.81,-42626.1,12.8627,0
59.25,-42626.1,-42685.35,33.6321,0
35.3,-42685.35,-42720.65,2.0369,0
50.18,-42720.65,-42770.83,14.2943,0
16.38,-42770.83,-42787.21,12.3223,0
17.82,-42787.21,-42805.03,23.3926,0
51.21,-42805.03,-42856.24,1.5621,0
73.56,-42856.24,-42929.79,59.2478,0
24.38,-42929.79,-42954.18,5.4372,0
17.66,-42954.18,-42971.83,16.0606,0
26.76,-42971.83,-42998.6,11.684,0
51.83,-42998.6,-43050.43,53.9378,0
76.36,-43050.43,-43126.79,1.5305,0
94.12,-43126.79,-43220.9,0.2692,0
23.33,-43220.9,-43244.23,8.8372,0
37.01,-43244.23,-43281.24,3.3191,0
24.3,-43281.24,-43305.54,51.8488,0
257.18,-43305.54,-43562.71,1.7844,0
26.93,-43562.71,-43589.65,10.2592,0
27.46,-43589.65,-43617.11,22.0781,0
114.93,-43617.11,-43732.04,14.5605,0
46.81,-43732.04,-43778.85,34.4243,0
17.08,-43778.85,-43795.93,21.0531,0
113.23,-43795.93,-43909.16,4.2638,0
43.84,-43909.16,-43952.99,12.8915,0
57.58,-43952.99,-44010.57,35.7155,0
31.6,-44010.57,-44042.17,4.6066,0
95.98,-44042.17,-44138.15,0.1951,0
96.41,-44138.15,-44234.56,4.5197,0
205.2,-44234.56,-44439.76,1.0346,0
99.02,-44439.76,-44538.78,18.0579,0
27.6,-44538.78,-44566.38,1.0906,0
46.6,-44566.38,-44612.97,58.2068,0
54.87,-44612.97,-44667.84,42.283,0
32.59,-44667.84,-44700.43,31.1239,0
69.27,-44700.43,-44769.7,46.5028,0
69.24,-44769.7,-44838.94,5.3291,0
45.22,-44838.94,-44884.16,10.1063,0
10.58,-44884.16,-44894.74,19.1399,0
51.44,-44894.74,-44946.18,22.5037,0
47.29,-44946.18,-44993.47,14.0202,0
30.84,-44993.47,-45024.32,2.2941,0
13.03,-45024.32,-45037.34,39.1788,0
47.31,-45037.34,-45084.65,36.9498,0
53.87,-45084.65,-45138.52,80.404,0
25.08,-45138.52,-45163.6,34.6911,0
48.66,-45163.6,-45212.26,34.4649,0
41.4,-45212.26,-45253.66,20.7145,0
53.92,-45253.66,-45307.58,20.7595,0
26.58,-45307.58,-45334.16,1.575,0
54.82,-45334.16,-45388.98,16.3043,0
49.07,-45388.98,-45438.05,6.6734,0
50.39,-45438.05,-45488.44,8.7493,0
43.6,-45488.44,-45532.04,23.3233,0
59.4,-45532.04,-45591.45,22.8487,0
24.75,-45591.45,-45616.19,7.8143,0
30.63,-45616.19,-45646.82,25.7299,0
47.19,-45646.82,-45694.02,35.284,0
18.99,-45694.02,-45713.01,1.5272,0
45.03,-45713.01,-45758.04,19.2466,0
46.86,-45758.04,-45804.9,5.3042,0
98.26,-45804.9,-45903.15,23.7179,0
185.76,-45903.15,-46088.92,8.6793,0
31.0,-46088.92,-46119.92,1.9502,0
20.26,-46119.92,-46140.18,6.5929,0
59.67,-46140.18,-46199.85,40.9878,0
80.21,-46199.85,-46280.05,3.2176,0
58.46,-46280.05,-46338.51,0.4858,0
82.63,-46338.51,-46421.14,36.6005,0
81.68,-46421.14,-46502.82,8.1418,0
61.46,-46502.82,-46564.28,37.4891,0
16.2,-46564.28,-46580.48,19.2396,0
54.88,-46580.48,-46635.36,15.8922,0
46.05,-46635.36,-46681.41,10.5884,0
50.5,-46681.41,-46731.91,49.0728,0
31.25,-46731.91,-46763.16,38.1831,0
24.78,-46763.16,-46787.93,2.5399,0
53.0,-46787.93,-46840.94,8.5443,0
140.02,-46840.94,-46980.96,5.7119,0
32.27,-46980.96,-47013.23,12.4333,0
50.75,-47013.23,-47063.98,15.7673,0
51.44,-47063.98,-47115.42,30.9668,0
24.27,-47115.42,-47139.68,4.1997,0
84.63,-47139.68,-47224.32,16.8171,0
50.07,-47224.32,-47274.39,43.4547,0
41.75,-47274.39,-47316.15,17.1354,0
58.11,-47316.15,-47374.25,7.0639,0
49.69,-47374.25,-47423.94,18.9788,0
58.94,-47423.94,-47482.88,2.0258,0
34.06,-47482.88,-47516.94,17.9466,0
34.23,-47516.94,-47551.17,6.7357,0
85.95,-47551.17,-47637.12,45.7843,0
26.93,-47637.12,-47664.05,9.6102,0
66.12,-47664.05,-47730.18,5.9889,0
50.3,-47730.18,-47780.48,2.1456,0
66.19,-47780.48,-47846.67,2.6924,0
57.61,-47846.67,-47904.27,2.2761,0
42.75,-47904.27,-47947.02,34.4268,0
95.44,-47947.02,-48042.46,7.159,0
55.9,-48042.46,-48098.36,14.2647,0
75.42,-48098.36,-48173.79,3.8348,0
30.17,-48173.79,-48203.95,30.8162,0
54.63,-48203.95,-48258.58,14.5222,0
83.59,-48258.58,-48342.17,24.2083,0
25.76,-48342.17,-48367.93,0.1758,0
22.89,-48367.93,-48390.82,2.04,0
115.94,-48390.82,-48506.77,72.1467,0
17.79,-48506.77,-48524.56,9.3999,0
44.87,-48524.56,-48569.43,7.6464,0
65.8,-48569.43,-48635.22,1.125,0
55.28,-48635.22,-48690.5,24.3312,0
44.21,-48690.5,-48734.71,6.5095,0
51.92,-48734.71,-48786.63,30.9455,0
64.96,-48786.63,-48851.59,22.5845,0
34.95,-48851.59,-48886.53,18.092,0
45.35,-48886.53,-48931.89,19.9946,0
175.95,-48931.89,-49107.84,50.7754,0
76.44,-49107.84,-49184.27,11.6987,0
62.4,-49184.27,-49246.67,46.326,0
76.7,-49246.67,-49323.37,30.2243,0
23.05,-49323.37,-49346.42,11.9687,0
96.77,-49346.42,-49443.19,29.8009,0
117.62,-49443.19,-49560.81,7.6405,0
26.16,-49560.81,-49586.98,3.949,0
61.25,-49586.98,-49648.23,18.3507,0
34.94,-49648.23,-49683.17,27.3377,0
41.65,-49683.17,-49724.82,23.066,0
51.75,-49724.82,-49776.57,3.9283,0
42.5,-49776.57,-49819.08,1.3139,0
13.45,-49819.08,-49832.53,21.4392,0
40.46,-49832.53,-49872.99,15.4578,0
31.25,-49872.99,-49904.24,4.2898,0
51.88,-49904.24,-49956.12,21.2411,0
28.25,-49956.12,-49984.38,50.6372,0
38.54,-49984.38,-50022.92,0.3374,0
59.4,-50022.92,-50082.31,37.7992,0
138.99,-50082.31,-50221.31,5.7803,0
102.21,-50221.31,-50323.51,5.5815,0
67.1,-50323.51,-50390.62,9.6017,0
28.94,-50390.62,-50419.56,1.0681,0
41.3,-50419.56,-50460.86,6.3282,0
89.63,-50460.86,-50550.49,8.5519,0
50.56,-50550.49,-50601.05,10.6775,0
41.21,-50601.05,-50642.26,79.8626,0
34.62,-50642.26,-50676.88,16.7269,0
309.38,-50676.88,-50986.26,0.147,1
18.35,-50986.26,-51004.6,11.5057,0
44.19,-51004.6,-51048.79,52.0854,0
23.94,-51048.79,-51072.73,60.3889,0
57.41,-51072.73,-51130.14,0.4408,0
35.01,-51130.14,-51165.14,9.2698,0
48.17,-51165.14,-51213.31,42.4736,0
96.81,-51213.31,-51310.12,1.0497,0
24.26,-51310.12,-51334.38,0.9187,0
64.1,-51334.38,-51398.48,27.3214,0
92.2,-51398.48,-51490.68,7.0938,0
32.45,-51490.68,-51523.13,2.2636,0
36.25,-51523.13,-51559.38,9.8952,0
18.13,-51559.38,-51577.51,39.0762,0
33.99,-51577.51,-51611.5,7.7841,0
52.6,-51611.5,-51664.1,13.5668,0
43.06,-51664.1,-51707.16,40.2779,0
33.88,-51707.16,-51741.05,10.6271,0
49.87,-51741.05,-51790.92,20.3869,0
26.5,-51790.92,-51817.42,17.23,0
44.63,-51817.42,-51862.05,11.6159,0
18.46,-51862.05,-51880.51,4.2648,0
49.65,-51880.51,-51930.16,20.4712,0
32.72,-51930.16,-51962.88,13.2254,0
23.12,-51962.88,-51986.0,29.9507,0
46.05,-51986.0,-52032.05,2.0105,0
34.2,-52032.05,-52066.25,12.3631,0
31.41,-52066.25,-52097.66,36.927,0
24.25,-52097.66,-52121.91,10.5756,0
41.25,-52121.91,-52163.16,18.5251,0
24.41,-52163.16,-52187.57,20.0799,0
32.11,-52187.57,-52219.69,20.8634,0
16.9,-52219.69,-52236.59,6.6166,0
57.59,-52236.59,-52294.18,30.6081,0
35.33,-52294.18,-52329.51,20.3497,0
33.83,-52329.51,-52363.33,15.4914,0
136.77,-52363.33,-52500.1,5.6364,0
95.33,-52500.1,-52595.43,11.7875,0
44.01,-52595.43,-52639.44,3.4799,0
45.98,-52639.44,-52685.43,8.4172,0
16.87,-52685.43,-52702.29,10.533,0
41.02,-52702.29,-52743.31,12.2658,0
23.93,-52743.31,-52767.25,5.3515,0
31.27,-52767.25,-52798.52,3.1503,0
183.29,-52798.52,-52981.81,1.1487,0
15.07,-52981.81,-52996.88,19.8989,0
38.62,-52996.88,-53035.49,39.681,0
44.83,-53035.49,-53080.32,12.1248,0
32.63,-53080.32,-53112.95,5.6081,0
81.34,-53112.95,-53194.29,87.2765,0
64.73,-53194.29,-53259.02,9.0806,0
110.29,-53259.02,-53369.32,36.6157,0
35.84,-53369.32,-53405.16,5.8213,0
124.39,-53405.16,-53529.55,9.0734,0
38.39,-53529.55,-53567.94,0.7929,0
62.29,-53567.94,-53630.23,22.1594,0
37.97,-53630.23,-53668.21,3.6087,0
62.41,-53668.21,-53730.62,38.9872,0
65.92,-53730.62,-53796.54,10.234,0
29.43,-53796.54,-53825.97,16.9437,0
163.02,-53825.97,-53988.99,1.98,0
80.04,-53988.99,-54069.04,10.5733,0
54.3,-54069.04,-54123.33,15.1944,0
47.37,-54123.33,-54170.7,0.1384,0
44.16,-54170.7,-54214.87,22.4863,0
25.2,-54214.87,-54240.06,0.0626,0
59.54,-54240.06,-54299.6,1.268,0
64.99,-54299.6,-54364.59,6.7822,0
37.71,-54364.59,-54402.31,30.8897,0
75.62,-54402.31,-54477.93,8.0086,0
99.59,-54477.93,-54577.51,2.0676,0
75.24,-54577.51,-54652.75,39.6703,0
24.94,-54652.75,-54677.69,2.9556,0
84.17,-54677.69,-54761.87,18.1047,0
91.52,-54761.87,-54853.39,1.787,0
17.08,-54853.39,-54870.47,2.7717,0
88.21,-54870.47,-54958.68,15.3897,0
96.15,-54958.68,-55054.82,29.3179,0
190.25,-55054.82,-55245.08,22.8635,0
45.25,-55245.08,-55290.32,7.8529,0
127.58,-55290.32,-55417.9,12.7258,0
40.18,-55417.9,-55458.08,10.0192,0
36.41,-55458.08,-55494.49,9.5593,0
41.35,-55494.49,-55535.85,14.8845,0
147.64,-55535.85,-55683.49,6.4653,0
81.1,-55683.49,-55764.59,2.6495,0
164.56,-55764.59,-55929.15,2.2268,0
45.71,-55929.15,-55974.86,30.0652,0
130.37,-55974.86,-56105.23,6.6618,0
14.47,-56105.23,-56119.69,26.9567,0
75.59,-56119.69,-56195.28,18.3454,0
32.39,-56195.28,-56227.68,20.0648,0
26.3,-56227.68,-56253.97,14.0388,0
39.36,-56253.97,-56293.34,3.5362,0
46.26,-56293.34,-56339.6,3.8857,0
20.61,-56339.6,-56360.2,17.9317,0
32.78,-56360.2,-56392.98,0.5275,0
60.84,-56392.98,-56453.83,2.5372,0
85.77,-56453.83,-56539.6,2.5257,0
50.96,-56539.6,-56590.55,8.9503,0
61.89,-56590.55,-56652.44,25.6283,0
102.64,-56652.44,-56755.08,70.5858,0
14.4,-56755.08,-56769.48,10.4768,0
99.87,-56769.48,-56869.35,42.993,0
60.11,-56869.35,-56929.46,10.799,0
64.86,-56929.46,-56994.32,4.8303,0
31.47,-56994.32,-57025.79,5.6032,0
31.45,-57025.79,-57057.24,17.2111,0
49.66,-57057.24,-57106.9,7.3518,0
33.13,-57106.9,-57140.03,15.1665,0
48.1,-57140.03,-57188.13,11.0887,0
87.93,-57188.13,-57276.06,31.5969,0
50.04,-57276.06,-57326.1,2.0135,0
34.54,-57326.1,-57360.64,23.0961,0
18.62,-57360.64,-57379.26,1.2887,0
100.48,-57379.26,-57479.74,8.5754,0
34.5,-57479.74,-57514.24,38.0845,0
51.18,-57514.24,-57565.42,24.7723,0
42.64,-57565.42,-57608.06,8.4518,0
31.17,-57608.06,-57639.23,74.4427,0
48.9,-57639.23,-57688.13,31.4524,0
69.74,-57688.13,-57757.87,10.3535,0
59.17,-57757.87,-57817.04,4.3625,0
21.39,-57817.04,-57838.43,30.5544,0
31.35,-57838.43,-57869.78,17.0662,0
76.05,-57869.78,-57945.83,33.8585,0
46.53,-57945.83,-57992.36,32.6421,0
95.82,-57992.36,-58088.18,33.6675,0
117.83,-58088.18,-58206.01,3.3439,0
66.94,-58206.01,-58272.95,18.5449,0
117.79,-58272.95,-58390.74,8.1814,0
48.81,-58390.74,-58439.55,76.0011,0
166.47,-58439.55,-58606.02,10.1305,0
78.96,-58606.02,-58684.98,2.2634,0
50.96,-58684.98,-58735.94,4.1058,0
23.62,-58735.94,-58759.56,57.8306,0
27.18,-58759.56,-58786.74,5.9339,0
56.05,-58786.74,-58842.78,1.1412,0
423.81,-58842.78,-59266.6,0.0558,1
64.14,-59266.6,-59330.74,6.524,0
44.83,-59330.74,-59375.57,39.0507,0
29.02,-59375.57,-59404.59,13.4089,0
34.17,-59404.59,-59438.76,5.0529,0
125.31,-59438.76,-59564.06,3.0792,0
100.14,-59564.06,-59664.2,0.99,0
21.11,-59664.2,-59685.31,21.6054,0
49.24,-59685.31,-59734.55,14.4197,0
33.73,-59734.55,-59768.28,48.5743,0
103.03,-59768.28,-59871.31,33.1849,0
17.01,-59871.31,-59888.32,1.0192,0
38.34,-59888.32,-59926.66,14.4883,0
44.63,-59926.66,-59971.29,22.8265,0
37.05,-59971.29,-60008.34,30.6851,0
82.75,-60008.34,-60091.09,24.3508,0
71.74,-60091.09,-60162.83,17.7484,0
35.78,-60162.83,-60198.61,19.574,0
37.46,-60198.61,-60236.07,1.011,0
30.29,-60236.07,-60266.36,21.7474,0
13.12,-60266.36,-60279.48,36.299,0
47.65,-60279.48,-60327.13,25.223,0
76.78,-60327.13,-60403.91,4.8569,0
40.59,-60403.91,-60444.5,25.4133,0
61.65,-60444.5,-60506.15,3.6471,0
84.61,-60506.15,-60590.76,22.439,0
48.83,-60590.76,-60639.58,2.7871,0
55.62,-60639.58,-60695.2,28.4927,0
28.54,-60695.2,-60723.74,24.2152,0
22.68,-60723.74,-60746.42,3.6931,0
147.97,-60746.42,-60894.39,21.9681,0
46.19,-60894.39,-60940.59,9.4748,0
28.28,-60940.59,-60968.87,12.8953,0
37.35,-60968.87,-61006.22,23.5999,0
97.35,-61006.22,-61103.57,4.869,0
43.31,-61103.57,-61146.88,53.2363,0
112.2,-61146.88,-61259.08,15.6826,0
19.69,-61259.08,-61278.77,58.1397,0
67.08,-61278.77,-61345.85,15.1381,0
83.95,-61345.85,-61429.8,25.0877,0
110.97,-61429.8,-61540.77,14.6527,0
97.34,-61540.77,-61638.12,74.671,0
42.05,-61638.12,-61680.17,9.4949,0
523.71,-61680.17,-62203.88,0.3847,1
24.3,-62203.88,-62228.17,13.1323,0
196.22,-62228.17,-62424.4,3.1979,0
79.09,-62424.4,-62503.49,15.9868,0
27.57,-62503.49,-62531.06,15.7814,0
31.45,-62531.06,-62562.51,15.801,0
43.35,-62562.51,-62605.86,1.2345,0
39.52,-62605.86,-62645.38,7.6305,0
35.41,-62645.38,-62680.78,3.1387,0
23.95,-62680.78,-62704.74,5.1323,0
35.01,-62704.74,-62739.75,4.6914,0
53.14,-62739.75,-62792.89,0.8252,0
95.09,-62792.89,-62887.98,15.9614,0
510.94,-62887.98,-63398.91,0.2132,1
33.96,-63398.91,-63432.88,4.0867,0
60.05,-63432.88,-63492.92,31.0441,0
18.49,-63492.92,-63511.41,4.8132,0
54.34,-63511.41,-63565.75,9.8572,0
105.09,-63565.75,-63670.84,9.2619,0
56.26,-63670.84,-63727.1,2.6659,0
42.88,-63727.1,-63769.98,5.7838,0
35.86,-63769.98,-63805.84,1.5879,0
59.88,-63805.84,-63865.73,12.3756,0
104.53,-63865.73,-63970.25,17.4315,0
76.06,-63970.25,-64046.32,4.5119,0
33.05,-64046.32,-64079.37,18.2633,0
52.69,-64079.37,-64132.06,0.3613,0
41.67,-64132.06,-64173.74,35.4338,0
53.44,-64173.74,-64227.18,46.8663,0
40.29,-64227.18,-64267.47,12.94,0
30.09,-64267.47,-64297.57,5.7115,0
41.99,-64297.57,-64339.55,7.9953,0
28.96,-64339.55,-64368.51,9.5435,0
27.01,-64368.51,-64395.52,20.6301,0
149.56,-64395.52,-64545.08,0.7686,0
36.65,-64545.08,-64581.73,18.2252,0
56.0,-64581.73,-64637.73,41.6548,0
52.61,-64637.73,-64690.34,12.5617,0
16.46,-64690.34,-64706.8,35.0945,0
91.65,-64706.8,-64798.46,4.6031,0
25.92,-64798.46,-64824.38,1.7952,0
465.7,-64824.38,-65290.08,0.1328,1
27.63,-65290.08,-65317.72,6.3196,0
29.89,-65317.72,-65347.61,35.518,0
51.01,-65347.61,-65398.61,21.4643,0
30.06,-65398.61,-65428.68,20.8557,0
102.74,-65428.68,-65531.41,14.8561,0
46.05,-65531.41,-65577.46,28.8683,0
40.6,-65577.46,-65618.06,46.6025,0
34.28,-65618.06,-65652.34,7.9998,0
46.11,-65652.34,-65698.44,8.3503,0
34.95,-65698.44,-65733.39,0.4542,0
30.1,-65733.39,-65763.49,9.5753,0
37.21,-65763.49,-65800.69,57.3217,0
29.76,-65800.69,-65830.45,23.6271,0
57.76,-65830.45,-65888.21,24.0226,0
22.75,-65888.21,-65910.96,23.3205,0
27.68,-65910.96,-65938.64,6.1392,0
21.83,-65938.64,-65960.47,18.1632,0
50.46,-65960.47,-66010.93,16.2683,0
95.3,-66010.93,-66106.24,12.0017,0
26.65,-66106.24,-66132.89,32.8793,0
102.27,-66132.89,-66235.16,0.0921,0
41.68,-66235.16,-66276.84,2.1901,0
54.45,-66276.84,-66331.29,23.7945,0
18.92,-66331.29,-66350.22,4.4422,0
25.39,-66350.22,-66375.6,6.3991,0
61.4,-66375.6,-66437.0,3.0131,0
33.56,-66437.0,-66470.56,0.7707,0
50.41,-66470.56,-66520.97,13.5093,0
38.33,-66520.97,-66559.3,46.0266,0
66.77,-66559.3,-66626.07,9.4062,0
45.16,-66626.07,-66671.23,1.832,0
58.94,-66671.23,-66730.17,7.1786,0
51.25,-66730.17,-66781.42,8.3903,0
84.43,-66781.42,-66865.85,64.6227,0
21.27,-66865.85,-66887.12,36.491,0
730.96,-66887.12,-67618.09,0.2761,1
71.55,-67618.09,-67689.64,28.5083,0
41.14,-67689.64,-67730.77,20.3672,0
42.6,-67730.77,-67773.37,13.071,0
67.53,-67773.37,-67840.9,37.9431,0
156.64,-67840.9,-67997.55,42.9566,0
101.41,-67997.55,-68098.95,14.4735,0
29.54,-68098.95,-68128.5,49.9433,0
70.78,-68128.5,-68199.28,27.3446,0
238.53,-68199.28,-68437.81,0.4722,1
164.82,-68437.81,-68602.63,9.7956,0
47.42,-68602.63,-68650.05,2.1741,0
51.67,-68650.05,-68701.72,40.2849,0
26.13,-68701.72,-68727.85,29.6386,0
79.98,-68727.85,-68807.83,13.7754,0
56.98,-68807.83,-68864.82,11.8976,0
131.13,-68864.82,-68995.95,72.9858,0
150.38,-68995.95,-69146.33,7.2966,0
59.77,-69146.33,-69206.1,0.0346,0
92.04,-69206.1,-69298.14,10.5821,0
73.02,-69298.14,-69371.15,55.2641,0
42.53,-69371.15,-69413.68,41.9575,0
23.53,-69413.68,-69437.21,17.1934,0
450.56,-69437.21,-69887.77,0.1396,1
28.04,-69887.77,-69915.81,2.2647,0
31.06,-69915.81,-69946.88,2.8807,0
12.06,-69946.88,-69958.94,26.0081,0
120.13,-69958.94,-70079.07,6.7325,0
105.28,-70079.07,-70184.35,33.5508,0
11.93,-70184.35,-70196.28,24.7066,0
34.83,-70196.28,-70231.1,1.6298,0
43.16,-70231.1,-70274.27,44.7393,0
78.95,-70274.27,-70353.22,28.6287,0
50.55,-70353.22,-70403.77,4.0484,0
67.05,-70403.77,-70470.82,47.3916,0
55.06,-70470.82,-70525.88,0.0284,0
43.98,-70525.88,-70569.86,20.4998,0
56.06,-70569.86,-70625.93,59.6433,0
56.26,-70625.93,-70682.19,75.4524,0
26.13,-70682.19,-70708.32,6.8581,0
103.93,-70708.32,-70812.24,10.7068,0
167.4,-70812.24,-70979.64,40.3621,0
85.09,-70979.64,-71064.73,1.1411,0
48.27,-71064.73,-71113.0,5.6609,0
16.62,-71113.0,-71129.63,2.9799,0
17.71,-71129.63,-71147.34,10.1066,0
21.92,-71147.34,-71169.26,31.4914,0
27.5,-71169.26,-71196.76,16.8346,0
36.3,-71196.76,-71233.06,12.477,0
36.0,-71233.06,-71269.06,39.7746,0
52.05,-71269.06,-71321.11,24.3325,0
29.06,-71321.11,-71350.18,3.7732,0
68.42,-71350.18,-71418.6,19.5475,0
